upi_monthly_vol,upi_consistency,upi_avg_txn_val,gst_filing_rate,gst_revenue_trend,digital_pmt_ratio,utility_payment_hist,mobile_recharge_freq,cash_flow_seasonality,inventory_turnover_px,merchant_accept_score,bank_balance_stability,bureau_credit_age,existing_loan_count,repayment_flag,credit_util_ratio,log_upi_vol,upi_gst_interaction,alt_signal_composite,default
99.22314686539221,0.7199762629779369,2371.512966613824,0.845562683482095,0.20382004986310265,0.7095379333838063,0.8112195354028789,3,0.1609906063932205,12.75165248042443,0.7489093210114747,0.10073787903526366,110.14952941894396,0,0,0.2452085946166265,4.60739916861348,0.6087850609670349,0.3169289829904555,0
59.703375453691336,0.6581736541606836,4213.985101617223,0.8590675778988658,0.07979338690867938,0.34706520615829833,0.8580618770718383,5,0.32051848648295733,10.3168855880522,0.7968668220213028,0.4779070240459534,57.08957282994668,2,1,0.5885883913491218,4.10599930531162,0.5654156469166642,-0.5900949093330876,1
111.96102621139947,0.8944220928044879,4919.924456577265,0.7056920080280858,0.09705100086896923,0.5627386681355747,0.9615538523816097,2,0.05377585353587344,9.98573600869983,0.8289028227885871,0.1461297348491376,31.65407990666506,1,1,0.10193849827538493,4.7270428584363104,0.631186522695882,-0.5557953805108026,1
225.5233914675544,0.6968828502899407,1976.9822031869185,0.8849776994009245,0.086450590752752,0.6769226230471361,0.9661964481664964,5,0.758558966483578,14.143181669203898,0.9197259833907709,0.7399709947961627,45.695336300958466,2,0,0.41807802109116066,5.422848213178176,0.6167257816015506,-1.1633175857083338,0
55.2947131133644,0.7951517319370199,776.7373281347211,0.6748552158612967,-0.08537765643679592,0.6930609937668881,0.8991333605517164,3,0.2390570126604512,16.175251340913057,0.6467034235088334,0.016328380318906377,112.69751498149672,1,0,0.2622769261204267,4.030600625112157,0.5366122936988416,1.2577070989167505,0
55.29543937102331,0.3862371184213363,2877.954648298549,0.9193282035460939,0.2662054119571936,0.9200757382614205,0.8604779730419739,1,0.2147681249594664,10.538044446883639,0.864455316915702,0.963530551295166,0.3567134918863468,0,0,0.22431194023976417,4.030613526021214,0.355078676221107,-1.548583237091181,0
235.89109871552142,0.8251631789362102,4725.565886910138,0.8203419446482695,0.0032362033281293223,0.5269062274654411,0.9072547004800295,2,0.6407348742907977,9.975524657076484,0.31788397266186197,0.8216783974535355,100.45741223952366,2,0,0.05561531325925773,5.467600536442447,0.6769159668606786,0.6107010541181833,0
123.21709299550945,0.7934165226354318,3361.4975074707054,0.8434447566275719,0.30905775773349053,0.3833789620630691,0.699324713689819,6,0.20644720472896683,5.990787468687086,0.7007600867902543,0.9765621915512253,61.82586052204075,1,0,0.22415920217092805,4.822030784792515,0.6692030058385362,0.2263936195074987,0
45.80624755211476,0.5446546606528934,3050.5817427322627,0.677050043869018,-0.13099732875356335,0.9030948251051223,0.9935582902782586,2,0.1920277005586678,20.699320901583313,0.8004330924682339,0.2551758369699887,48.858405513434235,2,0,0.6887236230971915,3.846016688717283,0.3687584618885066,-0.3349193557155798,0
102.92988567883167,0.84632933850547,1615.5306865258524,0.9410278346916936,0.18601623142655066,0.5619243006145807,0.9860945576661583,2,0.1144951654653078,12.866699395126384,0.8562488930607861,0.2948095204530661,61.25425344337606,1,0,0.06588506212749559,4.643716495617349,0.7964194648498558,-0.1528661428225003,0
